Credit_Score,Property_Price,Loan_Amount_Requested,Number_of_Defaults,Income,Property_Location,Applicant_Location,Loan_Sanction_Amount
536,5055068,937818,0,499191,Semi-Urban,CityA,1410605
790,3137180,334589,0,618196,Rural,CityD,1089091
636,4549020,3051568,0,606370,Urban,CityC,2062053
639,4479561,1206653,2,772271,Urban,CityD,1452498
731,3371970,534110,1,682726,Rural,CityB,1202129
663,4585788,1711216,0,666233,Urban,CityB,1595473
605,2604034,1048846,0,340394,Rural,CityB,980201
635,8335731,3891678,0,807267,Urban,CityC,3012916
782,5250509,3319475,1,1009324,Rural,CityB,2541618
553,5651485,3683055,0,439026,Urban,CityB,2323377
741,5345961,2291100,0,442133,Urban,CityB,2087707
628,3718129,2674588,0,924570,Urban,CityB,1796982
631,5032250,782013,0,504255,Urban,CityC,1493368
780,934409,326087,0,471645,Semi-Urban,CityC,741117
604,3399799,1196437,0,802061,Urban,CityC,1511166
708,5793301,3462284,0,702232,Semi-Urban,CityB,2470476
624,4534155,3136777,0,551860,Semi-Urban,CityC,2152901
549,1664906,1009359,2,1122390,Urban,CityD,1059264
638,2754760,489214,0,558882,Urban,CityB,933432
731,6201790,3222119,0,578767,Semi-Urban,CityA,2508064
636,2293030,1047308,0,401580,Rural,CityB,985147
688,5033902,2636599,1,419428,Semi-Urban,CityC,1815755
663,2195209,238219,0,735425,Urban,CityC,852683
653,6287411,1898053,1,349475,Semi-Urban,CityA,1746729
620,5730710,781093,2,505259,Rural,CityB,1578727
659,6333035,2343919,0,561569,Urban,CityC,2014279
507,4435116,2800157,0,787178,Semi-Urban,CityC,2095604
618,5516481,1617439,0,977435,Semi-Urban,CityA,1867285
523,5270908,2792949,0,735009,Urban,CityC,2345325
668,2997795,1616421,0,661735,Urban,CityA,1391899
674,5092519,1406257,0,719699,Urban,CityA,1697894
594,3933777,1701473,0,903231,Semi-Urban,CityC,1546961
706,3123184,626032,0,542148,Urban,CityC,1122137
677,3246591,483783,0,646771,Semi-Urban,CityB,1082302
670,6642098,4351077,0,783533,Urban,CityD,3288669
624,6215251,1402359,0,860876,Urban,CityA,1835988
683,4419424,832377,0,497522,Urban,CityA,1375208
723,1890728,1469059,0,798232,Semi-Urban,CityB,1250480
603,5853046,813281,0,525464,Urban,CityD,1672597
592,6720246,3880022,0,672081,Urban,CityA,2781047
733,5930587,2149629,0,726805,Rural,CityC,2104752
487,4603905,1019494,0,742600,Semi-Urban,CityA,1474106
466,2851692,829851,2,503336,Semi-Urban,CityB,762917
522,4849837,2969008,0,215570,Urban,CityD,1867414
662,3632054,2538196,0,447733,Urban,CityB,1866492
660,3792962,1093061,0,703550,Semi-Urban,CityC,1365602
684,4861968,1667661,0,873273,Rural,CityC,1874564
655,4024167,1556091,1,734825,Semi-Urban,CityD,1746710
757,5087291,3455350,0,479392,Urban,CityB,2187730
760,6371110,3981593,1,793395,Semi-Urban,CityC,2842433
731,2724137,671758,0,961374,Rural,CityC,1269272
569,5378947,2581885,0,242625,Urban,CityA,1872910
675,5596799,3563580,1,459000,Rural,CityC,2287821
589,4544682,1977478,0,516354,Semi-Urban,CityC,1780529
614,1916535,936898,0,663201,Urban,CityA,1007015
578,3663623,911362,1,946864,Semi-Urban,CityC,1397950
650,8399500,4716615,0,514279,Semi-Urban,CityC,3427417
688,6063808,912323,0,374422,Rural,CityD,1859959
655,3181828,1123864,0,474600,Urban,CityD,1200383
566,4401870,1673952,1,647792,Semi-Urban,CityA,1648606
543,4323844,2274972,0,907510,Rural,CityC,2025131
596,5123545,3914741,0,661513,Semi-Urban,CityC,2679350
595,5432258,1376456,0,625196,Urban,CityA,1753525
704,6179274,2971675,0,818733,Semi-Urban,CityB,2351246
627,5169337,3419870,0,645169,Urban,CityD,2592122
636,3663580,1912642,0,574220,Rural,CityC,1655304
639,6325074,3903708,1,782749,Semi-Urban,CityC,2501026
726,3818352,693098,0,964014,Urban,CityA,1570625
764,5802355,3974910,2,639322,Semi-Urban,CityB,2803774
679,7702425,2448673,0,542396,Rural,CityA,2535256
632,5184256,2104690,1,365012,Rural,CityD,1737924
748,2475993,394713,0,881071,Urban,CityD,1137325
680,5909902,3433801,0,485408,Semi-Urban,CityD,2517176
620,5572584,3862443,0,1023745,Urban,CityD,2612805
720,3391002,1487233,0,624064,Urban,CityD,1659239
664,5920184,1012033,0,854954,Semi-Urban,CityD,2033645
549,5066338,871768,0,587849,Semi-Urban,CityB,1423747
693,3363573,608603,0,792657,Rural,CityA,1257173
670,5240520,2339566,0,816345,Semi-Urban,CityA,2158754
520,4726993,2530915,0,633590,Urban,CityC,2026565
499,2222922,274049,0,383656,Urban,CityD,643532
659,5314814,764315,0,434757,Urban,CityD,1452637
697,2589896,2047531,0,836226,Semi-Urban,CityC,1506506
692,5685957,1727238,0,997634,Rural,CityA,2273533
554,2827277,1226224,1,571930,Semi-Urban,CityA,1050894
625,5685128,3078179,0,955809,Urban,CityA,2643303
696,5149427,3091867,1,191480,Urban,CityD,2048399
542,2731490,482415,0,516539,Semi-Urban,CityC,884454
655,5665984,1001509,0,499111,Urban,CityD,1649242
664,6543001,4831638,1,580053,Semi-Urban,CityA,2957339
714,2620066,856405,0,567526,Urban,CityB,1183326
478,3553069,2155656,0,587915,Rural,CityD,1526561
660,3254557,1942107,0,596043,Urban,CityB,1515263
791,4397841,1883007,0,766333,Urban,CityA,1874313
606,7034030,1153001,0,751902,Rural,CityA,1901100
627,4855763,3510147,0,439276,Rural,CityA,2305247
716,6942877,4750061,0,109581,Urban,CityC,2959773
596,4555077,1831920,0,462566,Urban,CityD,1494643
730,6752432,2830138,0,606281,Semi-Urban,CityC,2309989
687,3925906,1892802,0,657082,Urban,CityC,1537771
539,4247927,1550267,0,620500,Semi-Urban,CityC,1415175
657,2369880,1074209,0,567040,Semi-Urban,CityA,1009159
547,6050193,2606859,0,332715,Urban,CityD,1981047
716,4594946,1378979,1,905294,Semi-Urban,CityC,1954947
532,4131215,2936222,0,511479,Urban,CityB,1747844
523,3289268,437513,1,416429,Semi-Urban,CityA,833346
570,5751524,2041891,0,623335,Rural,CityA,2045562
593,5338651,3426479,0,609460,Semi-Urban,CityD,2447706
742,3366369,1480730,0,722214,Urban,CityA,1436360
648,6920087,4500793,0,522189,Urban,CityA,2711042
670,4851772,2124225,0,713596,Urban,CityA,1965450
725,4594777,3641935,0,549917,Semi-Urban,CityD,2116077
601,7617603,5475762,0,442783,Rural,CityB,3436687
609,4729163,498512,1,997937,Urban,CityD,1604458
590,4696433,2031374,0,331906,Semi-Urban,CityC,1690125
704,4411165,3088652,0,591318,Semi-Urban,CityD,2001752
764,8219603,2798512,0,520022,Semi-Urban,CityA,3093087
668,8204608,5007233,0,714778,Semi-Urban,CityC,3669537
606,6461344,2538154,1,613663,Semi-Urban,CityC,2125109
613,4715315,787620,0,510063,Urban,CityB,1521252
572,4005728,1284553,0,481493,Semi-Urban,CityB,1395352
701,5620950,1793711,0,587100,Urban,CityB,1966148
575,5047887,2817656,0,459760,Semi-Urban,CityD,1802873
632,2609511,1954028,0,447071,Urban,CityB,1352168
568,6715722,3979625,3,458781,Urban,CityD,2508445
517,4235695,1381361,0,562387,Semi-Urban,CityB,1344985
472,5973192,3453602,0,701933,Rural,CityB,2495154
587,4822056,766088,1,497177,Semi-Urban,CityA,1445301
665,4890769,1774620,0,532537,Urban,CityC,1665883
627,2984856,695594,0,676470,Urban,CityC,1091331
634,3679932,2153254,0,831340,Urban,CityB,1668346
575,4019506,2264887,0,592580,Urban,CityD,1606951
584,4966981,1724291,0,630983,Rural,CityA,1688045
575,5507450,1247007,1,404534,Rural,CityC,1572344
664,4566867,957501,0,292705,Rural,CityB,1450467
793,3856869,1025513,0,1016339,Urban,CityB,1536723
640,6579749,2170801,0,587560,Urban,CityC,2095519
554,4986222,3533820,0,916216,Rural,CityB,2409159
739,5713641,1058965,0,567261,Urban,CityC,1746949
580,5560915,1210611,0,437467,Rural,CityA,1661628
689,3681105,1322689,1,795601,Urban,CityB,1409110
619,4041728,2113994,0,569778,Semi-Urban,CityD,1811651
655,6283380,873833,0,618374,Urban,CityA,1809729
850,7933630,2155236,1,607849,Semi-Urban,CityD,2789099
597,5709937,3904341,0,908551,Urban,CityA,2492872
608,3987376,2248954,0,378344,Rural,CityC,1534400
676,6842758,2367604,1,589461,Urban,CityB,2542415
648,2536970,456524,0,304655,Semi-Urban,CityB,872787
621,3739502,1224435,0,771467,Urban,CityA,1356396
601,6906572,1872795,0,697491,Semi-Urban,CityA,2219357
691,4360539,2604967,0,664800,Urban,CityB,1821080
725,7270734,2256709,0,687303,Semi-Urban,CityA,2773471
583,2424958,1392084,0,766010,Urban,CityD,1360929
570,4014375,1561027,1,823192,Rural,CityB,1525886
778,5501052,1897626,1,380640,Urban,CityA,1914562
550,5289588,3438633,0,577420,Urban,CityB,2401674
700,5417120,1244759,0,758942,Rural,CityB,1728608
680,4951264,2078422,0,569326,Rural,CityA,1770104
572,4060048,2064364,0,649106,Urban,CityB,1636246
703,6491297,2108636,0,645025,Semi-Urban,CityA,2181502
572,4004214,2379999,0,670686,Rural,CityC,1882004
573,3115961,2313531,0,845295,Urban,CityD,1503365
552,4834032,730661,0,755009,Urban,CityB,1517786
708,1142613,259372,0,478998,Urban,CityC,686117
618,6246493,2850765,0,881097,Semi-Urban,CityD,2641184
725,5736691,3785737,0,612866,Urban,CityC,2394999
593,4889970,2648752,0,452392,Urban,CityB,1956098
693,3966179,451286,1,1047818,Rural,CityA,1375297
748,2287542,757146,1,390679,Urban,CityB,939854
643,2413349,1345876,1,577210,Rural,CityB,1096133
571,6019514,3497315,0,865407,Semi-Urban,CityA,2563987
626,5147611,2252462,0,758276,Urban,CityA,1957157
737,5567547,766174,0,1011925,Semi-Urban,CityA,1788116
701,4785507,2581548,0,946949,Semi-Urban,CityB,2051790
622,5455704,2470458,0,671063,Urban,CityD,2338975
527,2607656,1584905,0,552741,Urban,CityB,1233429
700,5965493,2227193,0,594815,Urban,CityB,2275026
764,5541317,3795845,0,651743,Semi-Urban,CityC,2465309
765,6336986,1997745,0,412020,Urban,CityB,2025053
680,5168656,3642097,0,670267,Rural,CityD,2688612
636,3477644,383015,0,656971,Rural,CityA,1146933
594,5711456,3620606,0,1045362,Urban,CityB,2830547
609,3230263,2193857,0,398865,Semi-Urban,CityC,1357271
534,6484936,3739395,0,644266,Urban,CityB,2873280
799,5476433,4008277,0,383453,Urban,CityD,2360235
648,4009256,967088,0,555881,Semi-Urban,CityA,1458483
816,5558166,1925151,2,491651,Semi-Urban,CityA,2010930
644,7389002,1924084,0,433094,Urban,CityC,2270967
536,3522577,2435661,0,440062,Urban,CityD,1485787
780,7544591,4696411,0,824362,Semi-Urban,CityD,3470325
589,5146745,3645630,1,604500,Semi-Urban,CityB,2403878
619,6658003,2285932,0,435423,Rural,CityD,2150341
765,5438260,1129883,0,573139,Urban,CityC,1967802
752,5721884,4450469,0,600011,Urban,CityC,3038206
508,7697244,3188557,1,919531,Rural,CityC,2984545
650,5281220,3226465,0,413794,Urban,CityC,2205343
573,4776745,2665027,0,350459,Urban,CityD,2030403
687,5282638,1056489,1,484943,Semi-Urban,CityC,1500750
776,6643531,4590177,0,798403,Rural,CityB,3480988
613,4678956,3672626,0,466492,Urban,CityC,2373878
754,3615834,2807239,0,765214,Semi-Urban,CityB,2087643
584,4662018,1564027,0,594103,Urban,CityB,1578244
802,5861536,4385392,0,646004,Urban,CityB,3194924
592,4979535,962400,0,690382,Rural,CityB,1441616
617,5621351,4259892,0,729449,Semi-Urban,CityB,2765778
670,3870928,506589,1,336839,Semi-Urban,CityB,967806
551,7040565,2720153,0,533120,Urban,CityB,2149387
758,5579562,3850482,1,623938,Urban,CityD,2773494
575,5582773,3396344,0,156752,Urban,CityA,2259378
692,5045783,3050927,0,152221,Urban,CityD,2210790
559,5920578,1741489,1,551735,Urban,CityD,1700395
657,4876621,1925532,0,662724,Semi-Urban,CityA,1855785
649,4783671,2452516,0,537272,Semi-Urban,CityC,1940337
622,6188567,2304600,0,509658,Rural,CityA,2146373
684,4546592,2064983,1,933245,Urban,CityB,2158316
571,4915488,2350806,1,780622,Semi-Urban,CityC,1783263
756,2920910,1977424,0,472359,Urban,CityD,1436128
664,4643749,2821006,0,697048,Rural,CityA,2085224
454,3133790,1762261,0,548316,Urban,CityA,1131910
790,3592095,449438,0,1009738,Urban,CityC,1407869
681,3995539,834147,1,1060621,Urban,CityD,1621977
758,7857553,5661907,0,549500,Semi-Urban,CityD,3307059
637,6665606,4239516,0,232245,Urban,CityB,2962942
491,5486074,1241329,0,780889,Urban,CityB,1790259
620,5457543,794669,0,717393,Rural,CityC,1480565
564,6779597,1450238,0,507618,Urban,CityB,1984513
647,1886504,1294489,0,597744,Urban,CityD,1055805
616,3140978,2453652,0,564989,Semi-Urban,CityC,1690579
664,4911721,3087377,2,749130,Urban,CityC,1970703
526,3839276,2492547,0,729615,Semi-Urban,CityA,1844874
653,3052725,368064,0,487190,Urban,CityA,1045808
617,4367431,3110688,0,678413,Semi-Urban,CityA,2262107
694,5934472,3423031,1,645142,Rural,CityC,2324017
531,6427660,2213253,0,941302,Urban,CityA,2495485
620,4895236,2201420,0,510695,Rural,CityB,1709522
766,5435044,4158028,0,513681,Semi-Urban,CityD,2672422
567,5921831,816392,1,533818,Semi-Urban,CityC,1700406
701,1119635,262207,0,467269,Urban,CityD,572465
743,5960697,1222572,0,313749,Semi-Urban,CityA,1853691
649,1884963,898699,0,884138,Urban,CityD,982755
719,5480803,1452075,0,626235,Semi-Urban,CityC,1799916
722,5812922,893526,0,451439,Semi-Urban,CityA,1824436
759,5896918,2715528,0,727439,Urban,CityA,2623734
624,4122997,2825812,0,760557,Rural,CityD,1893790
642,5889489,3400371,0,675637,Semi-Urban,CityD,2338005
706,5878239,738933,0,429962,Semi-Urban,CityD,1765124
597,6445551,848808,0,619027,Urban,CityD,1758305
653,2655444,1265743,0,464493,Urban,CityD,1252184
601,3753278,746872,0,480278,Semi-Urban,CityC,1186837
486,5499940,3272810,0,306327,Urban,CityC,2058336
673,4674781,1277206,1,697282,Urban,CityA,1725922
769,6032586,2461128,0,473145,Urban,CityA,2138020
623,5707034,3048717,0,605052,Urban,CityA,2351008
655,5310943,4147401,0,464328,Semi-Urban,CityB,2547668
618,5668180,1348483,0,372958,Urban,CityC,1825309
598,5266481,3888176,0,610064,Urban,CityA,2713208
659,3685624,1273540,0,454006,Urban,CityA,1419381
725,5795105,1236368,0,525479,Urban,CityA,1734364
805,4042099,1595030,1,789223,Urban,CityA,1747889
707,7325723,5047682,1,785282,Rural,CityD,3548293
582,6599214,862189,0,304559,Rural,CityA,1620137
550,3966172,776893,1,386342,Semi-Urban,CityB,1063982
741,5235614,2685650,0,486313,Semi-Urban,CityA,2299203
672,2859016,1103598,0,648995,Semi-Urban,CityD,1283019
607,5140119,2234896,1,743952,Rural,CityB,2007803
576,7332243,4952474,1,403606,Urban,CityB,2957652
593,5280227,1146285,0,517909,Urban,CityB,1708959
736,6414225,2087289,0,593954,Semi-Urban,CityD,2215323
648,6836664,1667164,1,592179,Semi-Urban,CityC,2225173
551,5205547,882476,0,755030,Urban,CityA,1534265
711,6675869,3117955,0,809176,Urban,CityB,2659684
671,4683367,1165224,2,700393,Urban,CityA,1501096
629,5336389,3911913,0,539686,Urban,CityD,2320009
692,2721810,359882,0,447740,Semi-Urban,CityB,918774
592,3895814,2836512,0,714846,Urban,CityC,2089955
717,4463389,2282641,0,373435,Semi-Urban,CityC,1887656
550,5822237,4093718,1,1312175,Urban,CityC,2860821
586,3327075,400644,0,554061,Urban,CityC,1055759
553,5234259,1743571,1,285546,Urban,CityB,1455952
620,2600541,1172264,0,634393,Urban,CityA,1245349
596,4401773,1109151,0,770265,Urban,CityA,1547301
624,3950086,1563513,0,370578,Semi-Urban,CityC,1294416
650,7386267,891322,0,526972,Rural,CityD,2179213
688,3851479,1968217,1,550004,Urban,CityD,1738166
660,4761938,3575327,0,170407,Rural,CityC,2237234
667,6336819,969951,0,987223,Urban,CityD,1903412
762,3918579,2700984,0,740941,Semi-Urban,CityA,1950764
631,5640684,3516662,0,524400,Rural,CityB,2301441
547,4820286,1258048,0,366485,Urban,CityB,1329720
716,3616660,1673365,0,778810,Urban,CityC,1847450
778,3840169,1227437,0,509697,Urban,CityC,1464790
663,6125784,3253100,1,608748,Urban,CityB,2335495
708,4094667,1020477,1,674740,Urban,CityC,1427154
604,6130359,2483543,0,831415,Urban,CityC,2236258
662,5040063,3287898,0,520214,Urban,CityB,2048461
694,3717420,1585581,0,229222,Urban,CityD,1392605
676,4887577,2793194,0,704113,Urban,CityB,2350180
612,8171805,5878678,0,470444,Semi-Urban,CityA,3219751
764,5095018,3855384,0,697761,Urban,CityD,2476097
662,3818680,3014147,0,263499,Rural,CityC,1810654
715,5491670,3945709,0,291746,Rural,CityD,2588851
678,4417633,1194997,0,280993,Urban,CityB,1542574
711,2907307,1121678,0,594963,Rural,CityD,1394688
715,5555082,2012962,0,445451,Rural,CityA,1997185
634,3503847,723755,1,548389,Semi-Urban,CityB,1196386
708,6855102,1023598,0,646300,Rural,CityA,1920217
801,6674449,2049193,0,709955,Semi-Urban,CityC,2602708
789,6012861,4220867,0,657239,Urban,CityD,2967963
703,5033678,640729,0,391022,Rural,CityC,1436721
768,3693444,926412,0,504869,Urban,CityA,1283461
558,5431150,1860622,1,494997,Semi-Urban,CityB,1597677
753,3856723,2135514,0,538426,Urban,CityD,1860528
655,6606088,3264838,0,906739,Urban,CityA,2858896
524,2935023,1929273,0,842306,Urban,CityC,1384618
661,7177580,4169274,0,712858,Urban,CityC,2946666
718,4837985,3496182,0,296941,Urban,CityB,2210034
601,3961738,1746458,0,541353,Urban,CityD,1515548
785,3280137,1558538,0,477145,Semi-Urban,CityC,1605573
744,5851896,4016462,0,836355,Semi-Urban,CityB,3128252
560,5635807,586041,0,548824,Semi-Urban,CityB,1323279
720,6108673,1648119,0,768429,Rural,CityD,2291319
657,4838011,1233958,0,597248,Urban,CityC,1732292
611,4123577,2033263,0,306051,Rural,CityA,1457725
627,5154747,3104852,0,476829,Semi-Urban,CityC,2220088
618,3174763,878605,0,839438,Semi-Urban,CityB,1218298
564,4746645,2155996,0,606360,Rural,CityA,1836209
618,3741326,2310228,0,763322,Urban,CityB,1814160
698,6919785,4190702,1,785065,Rural,CityA,2998039
749,5696483,2437061,0,814783,Rural,CityC,2500767
752,4392847,2610825,0,670030,Urban,CityC,1926599
609,4222320,2074623,0,848485,Rural,CityB,1978768
641,6580675,1019265,0,603538,Rural,CityC,1962069
589,4047285,3104116,0,909002,Urban,CityC,1990921
722,4791033,3751177,0,633724,Rural,CityB,2675502
534,5846258,1247649,0,840590,Semi-Urban,CityD,1946158
554,3848136,1510312,1,606314,Urban,CityC,1433693
605,6895039,3679975,1,440330,Semi-Urban,CityC,2831837
667,5387702,2681374,0,535944,Rural,CityD,2270786
627,7370026,2670251,0,877965,Urban,CityA,2515211
652,5010176,3669895,0,601350,Rural,CityB,2386145
653,9181042,5270159,0,482516,Urban,CityA,3934766
666,5609199,1003152,0,821443,Urban,CityD,1957331
577,5280872,3003202,0,839236,Urban,CityD,2319519
626,3004956,759032,0,940054,Rural,CityD,1145886
690,5390815,863966,0,641029,Urban,CityA,1513998
669,2921691,1028297,1,507960,Urban,CityA,1025578
726,4567369,615339,0,492779,Semi-Urban,CityC,1328629
597,4505960,913049,0,630221,Semi-Urban,CityA,1314924
713,6340521,2644925,0,369011,Urban,CityA,2141415
752,4536391,3575772,0,200171,Semi-Urban,CityD,2365831
640,4579857,3156928,0,622938,Urban,CityC,2096929
668,3819746,417282,0,916966,Urban,CityB,1279373
665,4449593,3151318,0,726242,Semi-Urban,CityC,2207841
687,4161841,1241853,0,705653,Semi-Urban,CityC,1728123
677,7720962,1840264,0,384787,Semi-Urban,CityC,2510495
752,3714178,1176440,0,931046,Semi-Urban,CityD,1697753
685,3274370,1540472,0,937939,Urban,CityC,1563930
710,4064633,1779820,0,294852,Rural,CityD,1419558
673,6632166,3587407,0,823415,Rural,CityB,3069039
577,2090354,453063,0,609937,Urban,CityA,741956
680,7088550,2566105,0,325818,Semi-Urban,CityA,2275171
633,3604530,1830169,0,638848,Semi-Urban,CityC,1731696
605,3509028,2342442,0,787269,Semi-Urban,CityD,1775768
587,3005438,1075682,0,230368,Urban,CityB,966973
645,5670763,3899033,1,425049,Semi-Urban,CityA,2611320
607,3955808,1549753,0,1136368,Semi-Urban,CityA,1844011
792,5237479,3979131,0,750772,Urban,CityC,2720301
761,5019057,1543129,0,594884,Semi-Urban,CityC,1944310
631,1376168,492698,0,510528,Rural,CityA,651086
699,4863349,2708453,0,630016,Urban,CityC,2215031
730,5569783,2831629,0,369185,Rural,CityB,2224292
637,3068678,1067651,0,799768,Semi-Urban,CityA,1246632
779,2985412,1310637,0,456679,Urban,CityC,1429580
714,4859958,2745997,1,450146,Urban,CityA,1819742
642,7339018,1023337,0,602666,Urban,CityB,1959622
524,7145885,3747886,1,627252,Semi-Urban,CityA,2639215
582,7565795,4711583,0,324191,Rural,CityA,3098104
672,3691515,2420819,0,736791,Urban,CityB,1850844
619,5831023,1455709,0,743665,Semi-Urban,CityC,1815755
648,4191202,2300021,1,899430,Rural,CityD,1922576
594,6037454,3693680,0,514589,Semi-Urban,CityD,2381074
667,4861494,809650,0,584759,Semi-Urban,CityC,1534670
617,2218910,330731,0,955538,Urban,CityC,1033764
541,5853100,4215218,0,543029,Semi-Urban,CityB,2430653
626,1883210,664636,0,631851,Semi-Urban,CityB,867011
609,8521424,5048113,0,741400,Urban,CityC,3164334
541,9059187,4458058,0,496853,Rural,CityD,3237349
749,4022958,1353414,0,921031,Rural,CityD,1911377
644,4925436,1684287,0,745035,Semi-Urban,CityB,1722793
627,5119684,3756946,0,424239,Urban,CityC,2195614
702,5551884,2317568,0,755984,Rural,CityB,2433198
644,5887601,2577420,0,784073,Rural,CityD,2371565
703,2519495,1978818,0,934925,Urban,CityC,1657041
546,3454331,1340910,0,570648,Semi-Urban,CityB,1390893
577,6261292,2245379,0,536893,Urban,CityC,1895526
688,5675039,885159,0,610641,Rural,CityD,1691976
754,4010241,1489595,0,414560,Semi-Urban,CityD,1577116
652,3014116,676826,0,226765,Semi-Urban,CityC,931553
665,5545770,1064451,0,650511,Rural,CityB,1711583
592,4371372,1562204,0,865221,Urban,CityA,1713263
647,6476528,1367629,0,473796,Rural,CityD,2013669
600,6598386,2080434,0,739206,Semi-Urban,CityC,2121917
638,6052482,3520034,0,794303,Semi-Urban,CityC,2803899
700,5480152,3764360,0,644438,Semi-Urban,CityA,2489135
510,5433318,1702670,0,584787,Urban,CityB,1798308
664,6323897,2195457,0,540740,Urban,CityA,2292779
593,3905052,2387740,0,789779,Urban,CityA,1989089
604,2613175,1684147,0,349636,Rural,CityA,1265968
729,5892784,1319522,0,627508,Rural,CityB,1911158
670,5410001,2062452,0,375938,Urban,CityA,1913819
715,5447168,555933,0,597870,Urban,CityC,1743132
526,4801045,1826404,0,540979,Semi-Urban,CityB,1496781
621,1623385,1177347,1,514884,Rural,CityA,862282
618,9340389,1309750,0,622192,Urban,CityD,2646093
608,9113233,3396873,1,876894,Urban,CityC,3418016
680,4234673,1210019,0,453442,Semi-Urban,CityC,1468091
712,6250027,785901,1,650106,Semi-Urban,CityC,1722710
572,5133383,1952495,0,543522,Rural,CityB,1943947
582,5380083,1433610,0,451285,Semi-Urban,CityB,1717625
562,5514939,3759416,0,653091,Urban,CityA,2323944
730,6610254,3639194,0,1097104,Rural,CityC,3075498
613,3996426,1732842,0,901124,Rural,CityA,1594619
642,6073030,3620526,0,701325,Rural,CityC,2824730
626,6061493,1027838,0,609113,Rural,CityA,1637077
582,1176925,741327,1,686553,Urban,CityD,694949
676,7202511,2225680,0,465106,Semi-Urban,CityA,2287368
676,5986129,2705381,2,550153,Urban,CityB,2330746
715,4126674,684716,0,584315,Urban,CityD,1269591
634,5071820,3399077,0,694387,Urban,CityC,2197881
629,5768702,2638182,1,451835,Rural,CityA,2226612
609,4573521,1872306,0,608370,Semi-Urban,CityC,1827931
754,5788115,1125349,1,759994,Semi-Urban,CityB,1906325
720,1923686,1047280,0,926203,Urban,CityA,1153818
647,5317863,1843261,0,521040,Semi-Urban,CityC,1856310
695,6665762,3852119,0,390409,Semi-Urban,CityD,2910124
608,6127032,3882823,2,614162,Urban,CityA,2575944
793,5326801,557841,0,502415,Urban,CityD,1535238
608,3829224,1077320,0,885933,Urban,CityC,1548719
623,5105537,2933335,0,698529,Rural,CityA,2360685
624,3220546,1079752,1,676968,Urban,CityC,1205216
769,5180911,3238524,0,604243,Urban,CityB,2542769
660,4738378,2321259,0,634454,Urban,CityA,1918769
725,5749163,4028831,0,733154,Semi-Urban,CityD,3044119
642,7083264,3537434,0,556876,Semi-Urban,CityC,2571469
565,6275813,4534774,0,812479,Urban,CityC,2658216
704,3752696,972830,0,486698,Rural,CityC,1260736
606,3548753,2327222,0,833891,Urban,CityC,1733658
557,3701407,458096,0,864919,Semi-Urban,CityD,1102186
620,3694326,569248,0,497129,Urban,CityC,1091710
694,3442199,1298163,1,440050,Semi-Urban,CityA,1219849
773,7987273,1837366,1,436374,Urban,CityB,2230424
552,6949444,5288078,0,720108,Semi-Urban,CityA,3273236
496,4111891,2655371,0,818607,Urban,CityD,1807639
715,5074489,3149055,1,671440,Semi-Urban,CityB,2245696
671,8717008,3873825,0,403417,Rural,CityB,2855863
610,2331958,1033137,0,755522,Urban,CityD,1168227
679,5593630,2834726,0,732690,Urban,CityD,2547622
701,8004908,4143648,0,494917,Urban,CityD,3368464
783,5223235,3805745,0,580262,Urban,CityB,2863446
640,4172987,770268,0,872425,Urban,CityA,1367733
739,6904802,3153629,0,993299,Rural,CityC,2685756
618,8391121,6686594,0,730481,Urban,CityC,4055318
614,4725626,2065102,0,606361,Urban,CityD,1825884
679,6790183,4661250,0,561569,Urban,CityB,2768432
571,3561002,1860833,0,444600,Semi-Urban,CityC,1513762
558,5395950,3049049,1,515887,Urban,CityB,2160680
717,5958550,1732287,0,856298,Urban,CityD,2019360
512,4322523,2946462,0,553319,Urban,CityB,1847750
657,4205404,1140196,0,559951,Semi-Urban,CityD,1468851
627,5949376,3399198,0,676866,Semi-Urban,CityD,2534098
623,6312494,1020674,0,590772,Urban,CityD,1655966
556,3425946,387805,1,494790,Rural,CityA,997922
507,4088972,1760885,0,633200,Semi-Urban,CityD,1509161
603,5627207,4261465,0,866285,Semi-Urban,CityA,2552601
568,2687330,881182,0,698421,Rural,CityB,1039820
620,3462208,1126973,0,506990,Semi-Urban,CityB,1267420
656,5488962,748812,0,507761,Semi-Urban,CityA,1449644
598,6207716,3555158,0,609250,Urban,CityB,2555572
574,5410608,3274600,0,795874,Rural,CityB,2589783
670,4886090,3579561,0,665127,Urban,CityD,2306583
596,7523717,3054659,0,619536,Urban,CityB,2472009
582,5303281,936886,1,609109,Urban,CityB,1555715
629,4208057,531583,0,620369,Urban,CityB,1395847
669,1893103,1356481,0,668059,Urban,CityB,1135947
797,5789248,3222174,0,358778,Rural,CityD,2574768
762,4324575,3203852,0,752481,Urban,CityA,2347601
561,4476870,3207309,1,677333,Urban,CityC,2070252
557,4841572,2077850,0,476078,Urban,CityB,1715205
654,3707398,2110393,0,452637,Urban,CityD,1606777
688,5709704,3548844,2,586658,Rural,CityC,2236259
640,4791678,1895341,1,792552,Rural,CityA,1869027
802,8978210,1865156,1,658428,Semi-Urban,CityC,2800693
732,4015629,1200102,0,735969,Urban,CityA,1528587
764,5419343,2622604,0,672456,Rural,CityB,2298044
620,4088427,1140733,0,605551,Urban,CityC,1503919
587,6094720,4413884,1,926792,Urban,CityD,3056670
575,3669219,1858552,0,709076,Urban,CityD,1653992
